image_id,crop_id,label,tumor_area,w1,h1,w2,h2
6793,26,EC,744659,63488,19456,64512,20480
6793,27,EC,707018,52224,22528,53248,23552
6793,28,EC,690729,6144,21504,7168,22528
6793,29,EC,673710,62464,21504,63488,22528
6793,30,EC,665240,51200,22528,52224,23552
6793,31,EC,657922,8192,20480,9216,21504
6843,0,HGSC,1027474,26624,32768,27648,33792
6843,1,HGSC,1022599,73728,28672,74752,29696
6843,2,HGSC,1021898,25600,32768,26624,33792
6843,3,HGSC,1017996,23552,8192,24576,9216
6843,4,HGSC,1016850,26624,33792,27648,34816
6843,5,HGSC,1016772,24576,33792,25600,34816
6843,6,HGSC,1016246,25600,33792,26624,34816
6843,7,HGSC,1015447,72704,28672,73728,29696
6843,8,HGSC,1013133,24576,8192,25600,9216
6843,9,HGSC,1012169,24576,32768,25600,33792
6843,10,HGSC,1009823,27648,33792,28672,34816
6843,11,HGSC,1009310,72704,27648,73728,28672
6843,12,HGSC,1006443,27648,32768,28672,33792
6843,13,HGSC,1003217,56320,6144,57344,7168
6843,14,HGSC,1000084,73728,27648,74752,28672
6843,15,HGSC,998619,23552,7168,24576,8192
6843,16,HGSC,997801,71680,28672,72704,29696
6843,17,HGSC,994925,71680,29696,72704,30720
6843,18,HGSC,994596,59392,4096,60416,5120
6843,19,HGSC,993122,74752,28672,75776,29696
6843,20,HGSC,992654,74752,29696,75776,30720
6843,21,HGSC,992103,24576,9216,25600,10240
6843,22,HGSC,991563,71680,26624,72704,27648
6843,23,HGSC,991454,72704,26624,73728,27648
6843,24,HGSC,990807,73728,29696,74752,30720
6843,25,HGSC,989160,22528,8192,23552,9216
6843,26,HGSC,988386,59392,3072,60416,4096
6843,27,HGSC,987267,25600,31744,26624,32768
6843,28,HGSC,986989,71680,27648,72704,28672
6843,29,HGSC,984013,58368,4096,59392,5120
6843,30,HGSC,982970,11264,9216,12288,10240
6843,31,HGSC,981019,23552,33792,24576,34816
6898,0,LGSC,1048576,17408,16384,18432,17408
6898,1,LGSC,1048576,17408,17408,18432,18432
6898,2,LGSC,1048539,17408,13312,18432,14336
6898,3,LGSC,1048405,13312,24576,14336,25600
6898,4,LGSC,1048361,13312,23552,14336,24576
6898,5,LGSC,1047326,17408,15360,18432,16384
6898,6,LGSC,1047280,18432,12288,19456,13312
6898,7,LGSC,1047186,17408,12288,18432,13312
6898,8,LGSC,1047100,13312,22528,14336,23552
6898,9,LGSC,1046857,18432,17408,19456,18432
6898,10,LGSC,1046831,18432,16384,19456,17408
6898,11,LGSC,1045611,14336,23552,15360,24576
6898,12,LGSC,1045350,16384,12288,17408,13312
6898,13,LGSC,1045006,18432,11264,19456,12288
6898,14,LGSC,1044858,18432,13312,19456,14336
6898,15,LGSC,1044751,17408,14336,18432,15360
6898,16,LGSC,1044720,16384,13312,17408,14336
6898,17,LGSC,1044459,22528,11264,23552,12288
6898,18,LGSC,1044425,22528,10240,23552,11264
6898,19,LGSC,1044226,31744,16384,32768,17408
6898,20,LGSC,1044179,31744,17408,32768,18432
6898,21,LGSC,1044002,14336,24576,15360,25600
6898,22,LGSC,1043929,22528,9216,23552,10240
6898,23,LGSC,1043919,7168,20480,8192,21504
6898,24,LGSC,1043601,16384,17408,17408,18432
6898,25,LGSC,1043255,18432,15360,19456,16384
6898,26,LGSC,1043182,31744,18432,32768,19456
6898,27,LGSC,1043168,22528,12288,23552,13312
6898,28,LGSC,1043051,30720,17408,31744,18432
6898,29,LGSC,1043026,32768,17408,33792,18432
6898,30,LGSC,1042967,8192,19456,9216,20480
6898,31,LGSC,1042922,30720,16384,31744,17408
6951,0,HGSC,1016047,15360,3072,16384,4096
6951,1,HGSC,1013185,6144,21504,7168,22528
6951,2,HGSC,1007374,7168,7168,8192,8192
6951,3,HGSC,1006747,6144,22528,7168,23552
6951,4,HGSC,1006347,6144,20480,7168,21504
6951,5,HGSC,1006045,6144,7168,7168,8192
6951,6,HGSC,1003263,6144,8192,7168,9216
6951,7,HGSC,1002349,5120,22528,6144,23552
6951,8,HGSC,1000606,15360,2048,16384,3072
6951,9,HGSC,1000214,15360,4096,16384,5120
6951,10,HGSC,999262,14336,3072,15360,4096
6951,11,HGSC,997887,5120,23552,6144,24576
6951,12,HGSC,996495,5120,17408,6144,18432
6951,13,HGSC,989540,7168,6144,8192,7168
6951,14,HGSC,989306,5120,7168,6144,8192
6951,15,HGSC,989056,5120,8192,6144,9216
6951,16,HGSC,988660,6144,23552,7168,24576
6951,17,HGSC,978319,6144,24576,7168,25600
6951,18,HGSC,977086,6144,6144,7168,7168
6951,19,HGSC,974255,7168,8192,8192,9216
6951,20,HGSC,972782,7168,20480,8192,21504
6951,21,HGSC,972423,5120,24576,6144,25600
6951,22,HGSC,965870,7168,21504,8192,22528
6951,23,HGSC,963361,6144,25600,7168,26624
6951,24,HGSC,961890,5120,21504,6144,22528
6951,25,HGSC,961242,14336,15360,15360,16384
6951,26,HGSC,960942,14336,14336,15360,15360
6951,27,HGSC,955172,5120,18432,6144,19456
6951,28,HGSC,952070,13312,15360,14336,16384
6951,29,HGSC,950244,14336,13312,15360,14336
6951,30,HGSC,943708,16384,4096,17408,5120
6951,31,HGSC,941544,7168,22528,8192,23552
7204,0,EC,979873,21504,3072,22528,4096
7204,1,EC,900021,22528,5120,23552,6144
7204,2,EC,897823,21504,2048,22528,3072
7204,3,EC,752736,21504,4096,22528,5120
7204,4,EC,711275,22528,4096,23552,5120
7204,5,EC,615524,20480,2048,21504,3072
7204,6,EC,550158,7168,12288,8192,13312
7204,7,EC,497459,22528,3072,23552,4096
7204,8,EC,444053,20480,3072,21504,4096
7204,9,EC,410170,16384,12288,17408,13312
7204,10,EC,318163,14336,16384,15360,17408
7204,11,EC,311579,14336,15360,15360,16384
7204,12,EC,310630,8192,12288,9216,13312
7204,13,EC,308123,6144,12288,7168,13312
7204,14,EC,267147,12288,12288,13312,13312
7204,15,EC,231394,22528,2048,23552,3072
7204,16,EC,228881,21504,5120,22528,6144
7204,17,EC,181153,9216,18432,10240,19456
7204,18,EC,175865,6144,13312,7168,14336
7204,19,EC,166436,17408,12288,18432,13312
7204,20,EC,142586,7168,11264,8192,12288
7204,21,EC,133857,13312,12288,14336,13312
7204,22,EC,119026,8192,14336,9216,15360
7204,23,EC,114646,12288,11264,13312,12288
7204,24,EC,114385,11264,12288,12288,13312
7204,25,EC,112736,8192,15360,9216,16384
7204,26,EC,112623,9216,17408,10240,18432
7204,27,EC,111898,8192,17408,9216,18432
7204,28,EC,103727,23552,4096,24576,5120
7204,29,EC,96289,23552,5120,24576,6144
7204,30,EC,91156,22528,6144,23552,7168
7204,31,EC,83413,9216,25600,10240,26624
7329,0,EC,1045813,6144,2048,7168,3072
7329,1,EC,1040966,7168,2048,8192,3072
7329,2,EC,1040536,8192,2048,9216,3072
7329,3,EC,1038781,5120,2048,6144,3072
7329,4,EC,1037867,19456,10240,20480,11264
7329,5,EC,1036553,17408,9216,18432,10240
7329,6,EC,1031541,5120,3072,6144,4096
7329,7,EC,1031040,9216,2048,10240,3072
7329,8,EC,1030983,7168,3072,8192,4096
7329,9,EC,1030844,10240,3072,11264,4096
7329,10,EC,1030448,7168,4096,8192,5120
7329,11,EC,1030041,6144,3072,7168,4096
7329,12,EC,1028155,18432,9216,19456,10240
7329,13,EC,1027468,5120,4096,6144,5120
7329,14,EC,1027227,7168,5120,8192,6144
7329,15,EC,1025533,6144,5120,7168,6144
7329,16,EC,1023633,8192,7168,9216,8192
7329,17,EC,1023549,5120,5120,6144,6144
7329,18,EC,1022692,8192,3072,9216,4096
7329,19,EC,1020867,9216,3072,10240,4096
7329,20,EC,1020290,18432,10240,19456,11264
7329,21,EC,1020070,7168,7168,8192,8192
7329,22,EC,1016752,17408,10240,18432,11264
7329,23,EC,1016517,6144,4096,7168,5120
7329,24,EC,1015383,9216,7168,10240,8192
7329,25,EC,1012811,7168,6144,8192,7168
7329,26,EC,1008821,8192,5120,9216,6144
7329,27,EC,1007932,8192,4096,9216,5120
7329,28,EC,1006751,10240,4096,11264,5120
7329,29,EC,990657,16384,9216,17408,10240
7329,30,EC,986385,8192,6144,9216,7168
7329,31,EC,983269,10240,2048,11264,3072
7482,0,CC,1029774,37888,25600,38912,26624
7482,1,CC,1025926,23552,23552,24576,24576
7482,2,CC,1017047,24576,23552,25600,24576
7482,3,CC,1015001,36864,25600,37888,26624
7482,4,CC,1007993,28672,24576,29696,25600
7482,5,CC,1001009,25600,23552,26624,24576
7482,6,CC,999267,37888,24576,38912,25600
7482,7,CC,996580,21504,21504,22528,22528
7482,8,CC,990407,29696,24576,30720,25600
7482,9,CC,988975,37888,26624,38912,27648
7482,10,CC,987288,23552,24576,24576,25600
7482,11,CC,983860,22528,23552,23552,24576
7482,12,CC,983502,35840,25600,36864,26624
7482,13,CC,983081,21504,22528,22528,23552
7482,14,CC,979149,24576,24576,25600,25600
7482,15,CC,978000,36864,24576,37888,25600
7482,16,CC,967190,22528,22528,23552,23552
7482,17,CC,965098,22528,24576,23552,25600
7482,18,CC,964251,21504,23552,22528,24576
7482,19,CC,963275,36864,26624,37888,27648
7482,20,CC,961166,28672,23552,29696,24576
7482,21,CC,960610,26624,23552,27648,24576
7482,22,CC,953289,23552,22528,24576,23552
7482,23,CC,930945,20480,23552,21504,24576
7482,24,CC,925129,24576,22528,25600,23552
7482,25,CC,924554,38912,25600,39936,26624
7482,26,CC,915186,25600,24576,26624,25600
7482,27,CC,910227,38912,26624,39936,27648
7482,28,CC,905255,35840,24576,36864,25600
7482,29,CC,893761,37888,27648,38912,28672
7482,30,CC,892274,20480,24576,21504,25600
7482,31,CC,885746,26624,24576,27648,25600
7490,0,EC,1043609,47104,26624,48128,27648
7490,1,EC,1042774,48128,26624,49152,27648
7490,2,EC,1042608,41984,22528,43008,23552
7490,3,EC,1042384,44032,24576,45056,25600
7490,4,EC,1042090,44032,23552,45056,24576
7490,5,EC,1042036,43008,22528,44032,23552
7490,6,EC,1041873,46080,26624,47104,27648
7490,7,EC,1041749,43008,23552,44032,24576
7490,8,EC,1041353,44032,25600,45056,26624
7490,9,EC,1040664,41984,23552,43008,24576
7490,10,EC,1040494,45056,26624,46080,27648
7490,11,EC,1040351,47104,27648,48128,28672
7490,12,EC,1040351,41984,19456,43008,20480
7490,13,EC,1040148,41984,20480,43008,21504
7490,14,EC,1039829,41984,21504,43008,22528
7490,15,EC,1039799,43008,20480,44032,21504
7490,16,EC,1039191,41984,18432,43008,19456
7490,17,EC,1038985,48128,27648,49152,28672
7490,18,EC,1038896,44032,26624,45056,27648
7490,19,EC,1038648,44032,22528,45056,23552
7490,20,EC,1038592,45056,25600,46080,26624
7490,21,EC,1038479,43008,19456,44032,20480
7490,22,EC,1038306,43008,21504,44032,22528
7490,23,EC,1038128,45056,24576,46080,25600
7490,24,EC,1038088,49152,26624,50176,27648
7490,25,EC,1037951,43008,24576,44032,25600
7490,26,EC,1037894,46080,27648,47104,28672
7490,27,EC,1037580,43008,18432,44032,19456
7490,28,EC,1036777,46080,25600,47104,26624
7490,29,EC,1035790,45056,23552,46080,24576
7490,30,EC,1035279,52224,26624,53248,27648
7490,31,EC,1035176,51200,26624,52224,27648
7955,0,CC,997647,10240,8192,11264,9216
7955,1,CC,989506,9216,8192,10240,9216
7955,2,CC,987422,9216,9216,10240,10240
7955,3,CC,987309,59392,8192,60416,9216
7955,4,CC,986116,60416,9216,61440,10240
7955,5,CC,975536,59392,7168,60416,8192
7955,6,CC,969845,33792,8192,34816,9216
7955,7,CC,968937,34816,8192,35840,9216
7955,8,CC,968681,59392,9216,60416,10240
7955,9,CC,967611,60416,8192,61440,9216
7955,10,CC,964684,58368,7168,59392,8192
7955,11,CC,955587,59392,10240,60416,11264
7955,12,CC,952118,34816,9216,35840,10240
7955,13,CC,948191,8192,9216,9216,10240
7955,14,CC,947812,58368,8192,59392,9216
7955,15,CC,944496,8192,10240,9216,11264
7955,16,CC,941866,9216,6144,10240,7168
7955,17,CC,938858,60416,10240,61440,11264
7955,18,CC,938222,10240,9216,11264,10240
7955,19,CC,937435,59392,11264,60416,12288
7955,20,CC,936265,33792,10240,34816,11264
7955,21,CC,931932,34816,10240,35840,11264
7955,22,CC,931461,57344,6144,58368,7168
7955,23,CC,930373,58368,11264,59392,12288
7955,24,CC,928753,8192,6144,9216,7168
7955,25,CC,928254,33792,9216,34816,10240
7955,26,CC,927145,31744,6144,32768,7168
7955,27,CC,925101,33792,11264,34816,12288
7955,28,CC,922007,33792,7168,34816,8192
7955,29,CC,920443,8192,5120,9216,6144
7955,30,CC,919738,32768,11264,33792,12288
7955,31,CC,919114,58368,6144,59392,7168
8130,0,LGSC,1044649,14336,17408,15360,18432
8130,1,LGSC,1043495,15360,17408,16384,18432
8130,2,LGSC,1043154,58368,17408,59392,18432
8130,3,LGSC,1042437,14336,18432,15360,19456
8130,4,LGSC,1041845,56320,18432,57344,19456
8130,5,LGSC,1041088,57344,17408,58368,18432
8130,6,LGSC,1040325,18432,15360,19456,16384
8130,7,LGSC,1039708,57344,18432,58368,19456
8130,8,LGSC,1039197,56320,19456,57344,20480
8130,9,LGSC,1039124,14336,16384,15360,17408
8130,10,LGSC,1038434,58368,18432,59392,19456
8130,11,LGSC,1037592,56320,17408,57344,18432
8130,12,LGSC,1037444,15360,14336,16384,15360
8130,13,LGSC,1036769,17408,15360,18432,16384
8130,14,LGSC,1036290,8192,4096,9216,5120
8130,15,LGSC,1035630,14336,15360,15360,16384
8130,16,LGSC,1035046,15360,16384,16384,17408
8130,17,LGSC,1034702,18432,14336,19456,15360
8130,18,LGSC,1034270,8192,3072,9216,4096
8130,19,LGSC,1033900,15360,15360,16384,16384
8130,20,LGSC,1033358,55296,18432,56320,19456
8130,21,LGSC,1032127,19456,15360,20480,16384
8130,22,LGSC,1031988,15360,18432,16384,19456
8130,23,LGSC,1031665,18432,16384,19456,17408
8130,24,LGSC,1031555,16384,15360,17408,16384
8130,25,LGSC,1031536,57344,19456,58368,20480
8130,26,LGSC,1031535,58368,16384,59392,17408
8130,27,LGSC,1031060,15360,13312,16384,14336
8130,28,LGSC,1030550,14336,14336,15360,15360
8130,29,LGSC,1030436,17408,14336,18432,15360
8130,30,LGSC,1029745,16384,16384,17408,17408
8130,31,LGSC,1029264,13312,17408,14336,18432
8213,0,HGSC,1047940,5120,8192,6144,9216
8213,1,HGSC,1045535,5120,7168,6144,8192
8213,2,HGSC,1044278,5120,9216,6144,10240
8213,3,HGSC,1044221,5120,6144,6144,7168
8213,4,HGSC,1041322,6144,8192,7168,9216
8213,5,HGSC,1039909,6144,9216,7168,10240
8213,6,HGSC,1039546,4096,8192,5120,9216
8213,7,HGSC,1039470,5120,10240,6144,11264
8213,8,HGSC,1039164,31744,21504,32768,22528
8213,9,HGSC,1038936,30720,21504,31744,22528
8213,10,HGSC,1038438,6144,7168,7168,8192
8213,11,HGSC,1038005,4096,7168,5120,8192
8213,12,HGSC,1035787,7168,10240,8192,11264
8213,13,HGSC,1035543,6144,10240,7168,11264
8213,14,HGSC,1035389,7168,11264,8192,12288
8213,15,HGSC,1034215,6144,6144,7168,7168
8213,16,HGSC,1033438,5120,5120,6144,6144
8213,17,HGSC,1032659,4096,9216,5120,10240
8213,18,HGSC,1032355,8192,11264,9216,12288
8213,19,HGSC,1031918,9216,3072,10240,4096
8213,20,HGSC,1030462,7168,9216,8192,10240
8213,21,HGSC,1030241,29696,21504,30720,22528
8213,22,HGSC,1029664,8192,10240,9216,11264
8213,23,HGSC,1028726,6144,11264,7168,12288
8213,24,HGSC,1028241,28672,20480,29696,21504
8213,25,HGSC,1027731,10240,3072,11264,4096
8213,26,HGSC,1026172,29696,20480,30720,21504
8213,27,HGSC,1024523,6144,5120,7168,6144
8213,28,HGSC,1021245,30720,22528,31744,23552
8213,29,HGSC,1020977,31744,22528,32768,23552
8213,30,HGSC,1020029,8192,9216,9216,10240
8213,31,HGSC,1019792,9216,10240,10240,11264
8240,0,HGSC,1038217,15360,24576,16384,25600
8240,1,HGSC,1034656,7168,2048,8192,3072
8240,2,HGSC,1030197,15360,25600,16384,26624
8240,3,HGSC,1027478,16384,24576,17408,25600
8240,4,HGSC,1017170,14336,25600,15360,26624
8240,5,HGSC,1013846,14336,24576,15360,25600
8240,6,HGSC,1013783,16384,25600,17408,26624
8240,7,HGSC,1012887,29696,24576,30720,25600
8240,8,HGSC,1005256,28672,24576,29696,25600
8240,9,HGSC,994381,21504,25600,22528,26624
8240,10,HGSC,992656,21504,24576,22528,25600
8240,11,HGSC,991329,7168,3072,8192,4096
8240,12,HGSC,988276,21504,26624,22528,27648
8240,13,HGSC,985666,15360,26624,16384,27648
8240,14,HGSC,982611,13312,25600,14336,26624
8240,15,HGSC,981674,6144,2048,7168,3072
8240,16,HGSC,976373,22528,25600,23552,26624
8240,17,HGSC,976220,28672,23552,29696,24576
8240,18,HGSC,971132,18432,26624,19456,27648
8240,19,HGSC,971014,25600,24576,26624,25600
8240,20,HGSC,963789,27648,24576,28672,25600
8240,21,HGSC,953819,8192,2048,9216,3072
8240,22,HGSC,941447,17408,26624,18432,27648
8240,23,HGSC,940737,23552,25600,24576,26624
8240,24,HGSC,928152,22528,24576,23552,25600
8240,25,HGSC,914213,17408,25600,18432,26624
8240,26,HGSC,913427,16384,26624,17408,27648
8240,27,HGSC,907120,17408,24576,18432,25600
8240,28,HGSC,898394,24576,25600,25600,26624
8240,29,HGSC,893545,22528,26624,23552,27648
8240,30,HGSC,880017,19456,26624,20480,27648
8240,31,HGSC,876490,26624,24576,27648,25600
8279,0,CC,952131,13312,17408,14336,18432
8279,1,CC,943390,12288,18432,13312,19456
8279,2,CC,938044,13312,16384,14336,17408
8279,3,CC,926714,13312,18432,14336,19456
8279,4,CC,909569,12288,17408,13312,18432
8279,5,CC,887815,14336,16384,15360,17408
8279,6,CC,879363,11264,18432,12288,19456
8279,7,CC,875484,14336,17408,15360,18432
8279,8,CC,865304,64512,15360,65536,16384
8279,9,CC,808295,12288,16384,13312,17408
8279,10,CC,801971,65536,15360,66560,16384
8279,11,CC,798956,65536,16384,66560,17408
8279,12,CC,793583,13312,15360,14336,16384
8279,13,CC,790825,64512,16384,65536,17408
8279,14,CC,763349,14336,18432,15360,19456
8279,15,CC,748982,12288,19456,13312,20480
8279,16,CC,741172,63488,15360,64512,16384
8279,17,CC,739352,14336,15360,15360,16384
8279,18,CC,703303,15360,15360,16384,16384
8279,19,CC,692178,13312,19456,14336,20480
8279,20,CC,684878,15360,16384,16384,17408
8279,21,CC,670140,11264,19456,12288,20480
8279,22,CC,660359,64512,14336,65536,15360
8279,23,CC,645050,16384,15360,17408,16384
8279,24,CC,626253,63488,16384,64512,17408
8279,25,CC,622893,12288,15360,13312,16384
8279,26,CC,620004,11264,17408,12288,18432
8279,27,CC,614249,62464,15360,63488,16384
8279,28,CC,584388,65536,17408,66560,18432
8279,29,CC,578378,65536,20480,66560,21504
8279,30,CC,578187,76800,14336,77824,15360
8279,31,CC,574642,61440,15360,62464,16384
8531,0,EC,1048134,26624,16384,27648,17408
8531,1,EC,1047044,26624,17408,27648,18432
8531,2,EC,1044302,27648,17408,28672,18432
8531,3,EC,1044287,27648,18432,28672,19456
8531,4,EC,1040972,23552,7168,24576,8192
8531,5,EC,1040939,37888,18432,38912,19456
8531,6,EC,1040835,26624,18432,27648,19456
8531,7,EC,1040543,27648,16384,28672,17408
8531,8,EC,1038395,28672,18432,29696,19456
8531,9,EC,1038068,25600,16384,26624,17408
8531,10,EC,1037937,25600,15360,26624,16384
8531,11,EC,1037152,28672,19456,29696,20480
8531,12,EC,1036779,26624,15360,27648,16384
8531,13,EC,1035592,36864,18432,37888,19456
8531,14,EC,1035226,27648,19456,28672,20480
8531,15,EC,1034879,23552,6144,24576,7168
8531,16,EC,1034423,25600,17408,26624,18432
8531,17,EC,1034085,23552,8192,24576,9216
8531,18,EC,1029636,28672,17408,29696,18432
8531,19,EC,1029058,5120,12288,6144,13312
8531,20,EC,1028103,6144,11264,7168,12288
8531,21,EC,1027603,5120,11264,6144,12288
8531,22,EC,1026684,5120,13312,6144,14336
8531,23,EC,1025625,23552,5120,24576,6144
8531,24,EC,1025574,4096,11264,5120,12288
8531,25,EC,1024716,4096,12288,5120,13312
8531,26,EC,1024370,37888,19456,38912,20480
8531,27,EC,1023528,25600,11264,26624,12288
8531,28,EC,1023200,6144,12288,7168,13312
8531,29,EC,1022843,5120,10240,6144,11264
8531,30,EC,1020597,37888,17408,38912,18432
8531,31,EC,1017888,36864,19456,37888,20480
8713,0,HGSC,1048576,17408,20480,18432,21504
8713,1,HGSC,1048576,18432,21504,19456,22528
8713,2,HGSC,1048576,24576,21504,25600,22528
8713,3,HGSC,1048576,25600,21504,26624,22528
8713,4,HGSC,1048576,18432,20480,19456,21504
8713,5,HGSC,1048576,26624,22528,27648,23552
8713,6,HGSC,1048576,25600,22528,26624,23552
8713,7,HGSC,1048502,17408,19456,18432,20480
8713,8,HGSC,1048487,17408,21504,18432,22528
8713,9,HGSC,1048378,10240,23552,11264,24576
8713,10,HGSC,1048334,16384,20480,17408,21504
8713,11,HGSC,1048331,19456,21504,20480,22528
8713,12,HGSC,1047918,9216,23552,10240,24576
8713,13,HGSC,1047907,24576,20480,25600,21504
8713,14,HGSC,1047484,24576,22528,25600,23552
8713,15,HGSC,1047195,19456,20480,20480,21504
8713,16,HGSC,1047173,27648,23552,28672,24576
8713,17,HGSC,1046686,27648,22528,28672,23552
8713,18,HGSC,1046529,5120,27648,6144,28672
8713,19,HGSC,1046448,20480,41984,21504,43008
8713,20,HGSC,1046303,8192,24576,9216,25600
8713,21,HGSC,1046276,9216,22528,10240,23552
8713,22,HGSC,1046194,18432,19456,19456,20480
8713,23,HGSC,1046169,25600,20480,26624,21504
8713,24,HGSC,1045582,5120,28672,6144,29696
8713,25,HGSC,1045187,26624,21504,27648,22528
8713,26,HGSC,1044777,26624,23552,27648,24576
8713,27,HGSC,1044221,10240,22528,11264,23552
8713,28,HGSC,1044132,17408,7168,18432,8192
8713,29,HGSC,1044006,8192,23552,9216,24576
8713,30,HGSC,1043869,16384,19456,17408,20480
8713,31,HGSC,1043437,20480,21504,21504,22528
8805,0,HGSC,504891,16384,4096,17408,5120
8805,1,HGSC,487914,5120,10240,6144,11264
8805,2,HGSC,457595,4096,10240,5120,11264
8805,3,HGSC,390466,17408,3072,18432,4096
8805,4,HGSC,258169,16384,5120,17408,6144
8805,5,HGSC,251678,2048,3072,3072,4096
8805,6,HGSC,241329,18432,3072,19456,4096
8805,7,HGSC,237533,17408,4096,18432,5120
8805,8,HGSC,228703,18432,4096,19456,5120
8805,9,HGSC,187021,4096,11264,5120,12288
8805,10,HGSC,181402,5120,9216,6144,10240
8805,11,HGSC,177468,15360,5120,16384,6144
8805,12,HGSC,170182,16384,3072,17408,4096
8805,13,HGSC,168240,4096,9216,5120,10240
8805,14,HGSC,159927,18432,5120,19456,6144
8805,15,HGSC,159211,14336,6144,15360,7168
8805,16,HGSC,151594,15360,4096,16384,5120
8805,17,HGSC,140826,3072,3072,4096,4096
8805,18,HGSC,128034,17408,5120,18432,6144
8805,19,HGSC,103031,15360,6144,16384,7168
8805,20,HGSC,94524,2048,2048,3072,3072
8805,21,HGSC,89674,5120,11264,6144,12288
8805,22,HGSC,86830,14336,5120,15360,6144
8805,23,HGSC,67112,3072,2048,4096,3072
8805,24,HGSC,59150,6144,10240,7168,11264
8805,25,HGSC,55103,2048,4096,3072,5120
8805,26,HGSC,38249,25600,6144,26624,7168
8805,27,HGSC,35762,3072,10240,4096,11264
8805,28,HGSC,34991,6144,9216,7168,10240
8805,29,HGSC,33885,14336,4096,15360,5120
8805,30,HGSC,30776,10240,6144,11264,7168
8805,31,HGSC,28850,25600,3072,26624,4096
8985,0,LGSC,928161,59392,12288,60416,13312
8985,1,LGSC,899564,16384,14336,17408,15360
8985,2,LGSC,774227,17408,14336,18432,15360
8985,3,LGSC,772110,59392,13312,60416,14336
8985,4,LGSC,749454,16384,13312,17408,14336
8985,5,LGSC,741793,60416,12288,61440,13312
8985,6,LGSC,712637,58368,12288,59392,13312
8985,7,LGSC,655513,59392,11264,60416,12288
8985,8,LGSC,630949,15360,16384,16384,17408
8985,9,LGSC,611112,17408,13312,18432,14336
8985,10,LGSC,575764,58368,13312,59392,14336
8985,11,LGSC,567405,16384,12288,17408,13312
8985,12,LGSC,518773,59392,10240,60416,11264
8985,13,LGSC,518421,60416,13312,61440,14336
8985,14,LGSC,499923,16384,15360,17408,16384
8985,15,LGSC,476021,14336,16384,15360,17408
8985,16,LGSC,431586,15360,14336,16384,15360
8985,17,LGSC,388255,58368,14336,59392,15360
8985,18,LGSC,365682,17408,15360,18432,16384
8985,19,LGSC,358686,16384,11264,17408,12288
8985,20,LGSC,357789,18432,14336,19456,15360
8985,21,LGSC,355164,60416,11264,61440,12288
8985,22,LGSC,349943,15360,15360,16384,16384
8985,23,LGSC,311290,17408,12288,18432,13312
8985,24,LGSC,267884,15360,13312,16384,14336
8985,25,LGSC,264478,57344,14336,58368,15360
8985,26,LGSC,255543,61440,13312,62464,14336
8985,27,LGSC,248482,58368,11264,59392,12288
8985,28,LGSC,230016,58368,19456,59392,20480
8985,29,LGSC,201604,61440,12288,62464,13312
8985,30,LGSC,171049,18432,15360,19456,16384
8985,31,LGSC,167922,60416,10240,61440,11264
9154,0,HGSC,515533,8192,1024,9216,2048
9154,1,HGSC,471592,9216,1024,10240,2048
9154,2,HGSC,302702,13312,3072,14336,4096
9154,3,HGSC,246973,2048,7168,3072,8192
9154,4,HGSC,205547,12288,4096,13312,5120
9154,5,HGSC,196435,13312,4096,14336,5120
9154,6,HGSC,191100,2048,8192,3072,9216
9154,7,HGSC,190556,13312,2048,14336,3072
9154,8,HGSC,152004,7168,1024,8192,2048
9154,9,HGSC,111864,12288,3072,13312,4096
9154,10,HGSC,108989,3072,8192,4096,9216
9154,11,HGSC,87661,12288,2048,13312,3072
9154,12,HGSC,79295,3072,7168,4096,8192
9154,13,HGSC,71432,10240,1024,11264,2048
9154,14,HGSC,65246,9216,0,10240,1024
9154,15,HGSC,56706,12288,5120,13312,6144
9154,16,HGSC,47800,2048,6144,3072,7168
9154,17,HGSC,46379,8192,0,9216,1024
9154,18,HGSC,43289,14336,2048,15360,3072
9154,19,HGSC,39871,13312,5120,14336,6144
9154,20,HGSC,38999,4096,4096,5120,5120
9154,21,HGSC,38866,5120,3072,6144,4096
9154,22,HGSC,36834,14336,3072,15360,4096
9154,23,HGSC,34509,4096,7168,5120,8192
9154,24,HGSC,32901,7168,2048,8192,3072
9154,25,HGSC,32483,5120,4096,6144,5120
9154,26,HGSC,32438,5120,7168,6144,8192
9154,27,HGSC,30076,9216,12288,10240,13312
9154,28,HGSC,29032,5120,6144,6144,7168
9154,29,HGSC,27944,6144,2048,7168,3072
9154,30,HGSC,27682,4096,6144,5120,7168
9154,31,HGSC,27344,6144,4096,7168,5120
9183,0,LGSC,1048576,46080,22528,47104,23552
9183,1,LGSC,1048268,45056,22528,46080,23552
9183,2,LGSC,1045882,46080,21504,47104,22528
9183,3,LGSC,1044512,45056,21504,46080,22528
9183,4,LGSC,1044463,46080,6144,47104,7168
9183,5,LGSC,1044463,8192,24576,9216,25600
9183,6,LGSC,1044463,45056,6144,46080,7168
9183,7,LGSC,1044463,47104,8192,48128,9216
9183,8,LGSC,1044463,46080,7168,47104,8192
9183,9,LGSC,1044459,47104,7168,48128,8192
9183,10,LGSC,1044397,10240,6144,11264,7168
9183,11,LGSC,1044369,46080,8192,47104,9216
9183,12,LGSC,1044257,8192,22528,9216,23552
9183,13,LGSC,1044206,8192,23552,9216,24576
9183,14,LGSC,1044122,10240,7168,11264,8192
9183,15,LGSC,1044109,48128,7168,49152,8192
