image_id,dataset,fold1,fold2,fold3,fold4,fold5
human_protein_atlas_72,human_protein_atlas,0,0,0,1,0
human_protein_atlas_74,human_protein_atlas,0,0,1,0,0
human_protein_atlas_75,human_protein_atlas,0,0,1,0,0
human_protein_atlas_76,human_protein_atlas,0,0,0,0,1
human_protein_atlas_77,human_protein_atlas,0,1,0,0,0
human_protein_atlas_80,human_protein_atlas,0,0,1,0,0
human_protein_atlas_81,human_protein_atlas,0,0,0,1,0
human_protein_atlas_82,human_protein_atlas,0,1,0,0,0
human_protein_atlas_86,human_protein_atlas,0,0,1,0,0
human_protein_atlas_87,human_protein_atlas,1,0,0,0,0
human_protein_atlas_88,human_protein_atlas,1,0,0,0,0
human_protein_atlas_9,human_protein_atlas,1,0,0,0,0
human_protein_atlas_90,human_protein_atlas,1,0,0,0,0
human_protein_atlas_91,human_protein_atlas,0,0,0,1,0
human_protein_atlas_96,human_protein_atlas,0,0,0,1,0
human_protein_atlas_99,human_protein_atlas,0,0,0,0,1
kztymsrjx9_0,kztymsrjx9,1,0,0,0,0
kztymsrjx9_1,kztymsrjx9,0,1,0,0,0
kztymsrjx9_10,kztymsrjx9,0,0,1,0,0
kztymsrjx9_100,kztymsrjx9,0,0,0,0,1
kztymsrjx9_101,kztymsrjx9,0,0,0,1,0
kztymsrjx9_102,kztymsrjx9,0,0,1,0,0
kztymsrjx9_103,kztymsrjx9,0,0,1,0,0
kztymsrjx9_104,kztymsrjx9,0,1,0,0,0
kztymsrjx9_105,kztymsrjx9,0,0,0,0,1
kztymsrjx9_106,kztymsrjx9,1,0,0,0,0
kztymsrjx9_107,kztymsrjx9,0,0,0,1,0
kztymsrjx9_108,kztymsrjx9,0,0,0,0,1
kztymsrjx9_109,kztymsrjx9,1,0,0,0,0
kztymsrjx9_11,kztymsrjx9,0,0,0,1,0
kztymsrjx9_110,kztymsrjx9,0,1,0,0,0
kztymsrjx9_111,kztymsrjx9,0,1,0,0,0
kztymsrjx9_112,kztymsrjx9,0,0,0,1,0
kztymsrjx9_113,kztymsrjx9,0,0,0,1,0
kztymsrjx9_114,kztymsrjx9,0,0,1,0,0
kztymsrjx9_115,kztymsrjx9,0,1,0,0,0
kztymsrjx9_116,kztymsrjx9,1,0,0,0,0
kztymsrjx9_117,kztymsrjx9,0,0,1,0,0
kztymsrjx9_118,kztymsrjx9,0,0,1,0,0
kztymsrjx9_119,kztymsrjx9,0,0,0,1,0
kztymsrjx9_12,kztymsrjx9,0,0,0,0,1
kztymsrjx9_120,kztymsrjx9,1,0,0,0,0
kztymsrjx9_121,kztymsrjx9,0,0,0,1,0
kztymsrjx9_122,kztymsrjx9,0,1,0,0,0
kztymsrjx9_123,kztymsrjx9,0,0,0,1,0
kztymsrjx9_124,kztymsrjx9,0,0,0,0,1
kztymsrjx9_125,kztymsrjx9,0,1,0,0,0
kztymsrjx9_126,kztymsrjx9,0,0,0,1,0
kztymsrjx9_127,kztymsrjx9,0,0,0,0,1
kztymsrjx9_128,kztymsrjx9,0,0,1,0,0
kztymsrjx9_129,kztymsrjx9,0,0,0,0,1
kztymsrjx9_13,kztymsrjx9,1,0,0,0,0
kztymsrjx9_130,kztymsrjx9,0,0,0,1,0
kztymsrjx9_131,kztymsrjx9,0,1,0,0,0
kztymsrjx9_132,kztymsrjx9,1,0,0,0,0
kztymsrjx9_133,kztymsrjx9,0,0,0,0,1
kztymsrjx9_134,kztymsrjx9,0,0,0,0,1
kztymsrjx9_135,kztymsrjx9,0,0,0,1,0
kztymsrjx9_136,kztymsrjx9,0,0,0,0,1
kztymsrjx9_137,kztymsrjx9,0,1,0,0,0
kztymsrjx9_138,kztymsrjx9,0,0,1,0,0
kztymsrjx9_139,kztymsrjx9,1,0,0,0,0
kztymsrjx9_14,kztymsrjx9,0,0,1,0,0
kztymsrjx9_140,kztymsrjx9,0,0,1,0,0
kztymsrjx9_141,kztymsrjx9,0,1,0,0,0
kztymsrjx9_142,kztymsrjx9,0,0,1,0,0
kztymsrjx9_143,kztymsrjx9,0,1,0,0,0
kztymsrjx9_144,kztymsrjx9,0,1,0,0,0
kztymsrjx9_145,kztymsrjx9,0,0,0,0,1
kztymsrjx9_146,kztymsrjx9,0,0,1,0,0
kztymsrjx9_147,kztymsrjx9,0,0,0,1,0
kztymsrjx9_148,kztymsrjx9,0,0,1,0,0
kztymsrjx9_149,kztymsrjx9,1,0,0,0,0
kztymsrjx9_15,kztymsrjx9,0,0,0,0,1
kztymsrjx9_150,kztymsrjx9,0,0,0,1,0
kztymsrjx9_151,kztymsrjx9,0,1,0,0,0
kztymsrjx9_152,kztymsrjx9,0,1,0,0,0
kztymsrjx9_153,kztymsrjx9,0,0,1,0,0
kztymsrjx9_154,kztymsrjx9,0,0,0,0,1
kztymsrjx9_155,kztymsrjx9,0,0,0,1,0
kztymsrjx9_156,kztymsrjx9,0,0,1,0,0
kztymsrjx9_157,kztymsrjx9,0,0,0,1,0
kztymsrjx9_158,kztymsrjx9,0,0,1,0,0
kztymsrjx9_159,kztymsrjx9,0,0,0,0,1
kztymsrjx9_16,kztymsrjx9,0,0,1,0,0
kztymsrjx9_160,kztymsrjx9,1,0,0,0,0
kztymsrjx9_161,kztymsrjx9,0,0,1,0,0
kztymsrjx9_162,kztymsrjx9,0,0,0,0,1
kztymsrjx9_163,kztymsrjx9,0,0,1,0,0
kztymsrjx9_164,kztymsrjx9,0,0,0,0,1
kztymsrjx9_165,kztymsrjx9,0,0,1,0,0
kztymsrjx9_166,kztymsrjx9,0,0,0,1,0
kztymsrjx9_167,kztymsrjx9,0,0,0,0,1
kztymsrjx9_168,kztymsrjx9,0,0,0,0,1
kztymsrjx9_169,kztymsrjx9,0,0,0,0,1
kztymsrjx9_17,kztymsrjx9,1,0,0,0,0
kztymsrjx9_170,kztymsrjx9,0,0,0,0,1
kztymsrjx9_171,kztymsrjx9,0,1,0,0,0
kztymsrjx9_172,kztymsrjx9,0,1,0,0,0
kztymsrjx9_173,kztymsrjx9,0,0,1,0,0
kztymsrjx9_174,kztymsrjx9,0,1,0,0,0
kztymsrjx9_175,kztymsrjx9,0,1,0,0,0
kztymsrjx9_176,kztymsrjx9,0,0,0,0,1
kztymsrjx9_177,kztymsrjx9,1,0,0,0,0
kztymsrjx9_178,kztymsrjx9,0,0,0,0,1
kztymsrjx9_179,kztymsrjx9,0,0,0,0,1
kztymsrjx9_18,kztymsrjx9,0,0,0,1,0
kztymsrjx9_180,kztymsrjx9,1,0,0,0,0
kztymsrjx9_181,kztymsrjx9,1,0,0,0,0
kztymsrjx9_182,kztymsrjx9,0,0,1,0,0
kztymsrjx9_183,kztymsrjx9,0,0,0,0,1
kztymsrjx9_184,kztymsrjx9,0,0,0,0,1
kztymsrjx9_185,kztymsrjx9,0,0,1,0,0
kztymsrjx9_186,kztymsrjx9,0,0,0,0,1
kztymsrjx9_187,kztymsrjx9,0,1,0,0,0
kztymsrjx9_188,kztymsrjx9,0,0,0,1,0
kztymsrjx9_189,kztymsrjx9,1,0,0,0,0
kztymsrjx9_19,kztymsrjx9,0,0,0,0,1
kztymsrjx9_190,kztymsrjx9,0,0,1,0,0
kztymsrjx9_191,kztymsrjx9,0,1,0,0,0
kztymsrjx9_192,kztymsrjx9,0,0,0,0,1
kztymsrjx9_193,kztymsrjx9,0,0,0,1,0
kztymsrjx9_194,kztymsrjx9,0,0,1,0,0
kztymsrjx9_195,kztymsrjx9,0,0,0,0,1
kztymsrjx9_196,kztymsrjx9,0,0,0,1,0
kztymsrjx9_197,kztymsrjx9,0,0,0,0,1
kztymsrjx9_198,kztymsrjx9,1,0,0,0,0
kztymsrjx9_199,kztymsrjx9,0,0,0,1,0
kztymsrjx9_2,kztymsrjx9,0,0,1,0,0
kztymsrjx9_20,kztymsrjx9,0,0,0,1,0
kztymsrjx9_200,kztymsrjx9,0,0,1,0,0
kztymsrjx9_201,kztymsrjx9,1,0,0,0,0
kztymsrjx9_202,kztymsrjx9,0,0,0,1,0
kztymsrjx9_203,kztymsrjx9,0,0,1,0,0
kztymsrjx9_204,kztymsrjx9,0,0,0,1,0
kztymsrjx9_205,kztymsrjx9,1,0,0,0,0
kztymsrjx9_206,kztymsrjx9,0,0,0,0,1
kztymsrjx9_207,kztymsrjx9,0,0,0,1,0
kztymsrjx9_208,kztymsrjx9,1,0,0,0,0
kztymsrjx9_209,kztymsrjx9,0,1,0,0,0
kztymsrjx9_21,kztymsrjx9,0,1,0,0,0
kztymsrjx9_210,kztymsrjx9,1,0,0,0,0
kztymsrjx9_211,kztymsrjx9,0,0,0,0,1
kztymsrjx9_212,kztymsrjx9,1,0,0,0,0
kztymsrjx9_213,kztymsrjx9,0,0,0,1,0
kztymsrjx9_214,kztymsrjx9,0,1,0,0,0
kztymsrjx9_215,kztymsrjx9,0,0,0,1,0
kztymsrjx9_216,kztymsrjx9,0,0,0,0,1
kztymsrjx9_217,kztymsrjx9,0,1,0,0,0
kztymsrjx9_218,kztymsrjx9,0,1,0,0,0
kztymsrjx9_219,kztymsrjx9,0,1,0,0,0
kztymsrjx9_22,kztymsrjx9,0,1,0,0,0
kztymsrjx9_220,kztymsrjx9,0,0,0,1,0
kztymsrjx9_221,kztymsrjx9,0,0,0,1,0
kztymsrjx9_222,kztymsrjx9,1,0,0,0,0
kztymsrjx9_223,kztymsrjx9,0,0,0,1,0
kztymsrjx9_224,kztymsrjx9,0,0,0,1,0
kztymsrjx9_225,kztymsrjx9,0,0,0,1,0
kztymsrjx9_226,kztymsrjx9,0,0,1,0,0
kztymsrjx9_227,kztymsrjx9,0,0,1,0,0
kztymsrjx9_228,kztymsrjx9,1,0,0,0,0
kztymsrjx9_229,kztymsrjx9,1,0,0,0,0
kztymsrjx9_23,kztymsrjx9,0,0,1,0,0
kztymsrjx9_230,kztymsrjx9,0,0,0,0,1
kztymsrjx9_231,kztymsrjx9,0,0,0,1,0
kztymsrjx9_232,kztymsrjx9,0,1,0,0,0
kztymsrjx9_233,kztymsrjx9,0,0,0,1,0
kztymsrjx9_234,kztymsrjx9,0,0,0,1,0
kztymsrjx9_235,kztymsrjx9,0,0,0,1,0
kztymsrjx9_236,kztymsrjx9,0,1,0,0,0
kztymsrjx9_237,kztymsrjx9,0,0,1,0,0
kztymsrjx9_238,kztymsrjx9,0,1,0,0,0
kztymsrjx9_239,kztymsrjx9,1,0,0,0,0
kztymsrjx9_24,kztymsrjx9,1,0,0,0,0
kztymsrjx9_240,kztymsrjx9,1,0,0,0,0
kztymsrjx9_241,kztymsrjx9,0,0,1,0,0
kztymsrjx9_242,kztymsrjx9,0,1,0,0,0
kztymsrjx9_243,kztymsrjx9,1,0,0,0,0
kztymsrjx9_244,kztymsrjx9,1,0,0,0,0
kztymsrjx9_245,kztymsrjx9,1,0,0,0,0
kztymsrjx9_246,kztymsrjx9,1,0,0,0,0
kztymsrjx9_247,kztymsrjx9,0,0,0,0,1
kztymsrjx9_248,kztymsrjx9,0,0,0,0,1
kztymsrjx9_249,kztymsrjx9,0,0,1,0,0
kztymsrjx9_25,kztymsrjx9,0,0,1,0,0
kztymsrjx9_250,kztymsrjx9,1,0,0,0,0
kztymsrjx9_251,kztymsrjx9,0,0,0,1,0
kztymsrjx9_252,kztymsrjx9,1,0,0,0,0
kztymsrjx9_253,kztymsrjx9,0,1,0,0,0
kztymsrjx9_254,kztymsrjx9,1,0,0,0,0
kztymsrjx9_255,kztymsrjx9,0,0,1,0,0
kztymsrjx9_256,kztymsrjx9,0,0,0,0,1
kztymsrjx9_257,kztymsrjx9,0,0,0,1,0
kztymsrjx9_258,kztymsrjx9,0,0,0,1,0
kztymsrjx9_259,kztymsrjx9,0,0,0,1,0
kztymsrjx9_26,kztymsrjx9,0,0,0,0,1
kztymsrjx9_260,kztymsrjx9,0,0,0,0,1
kztymsrjx9_261,kztymsrjx9,0,0,0,1,0
kztymsrjx9_262,kztymsrjx9,0,0,1,0,0
kztymsrjx9_263,kztymsrjx9,0,0,0,1,0
kztymsrjx9_264,kztymsrjx9,0,0,0,0,1
kztymsrjx9_265,kztymsrjx9,0,0,0,0,1
kztymsrjx9_266,kztymsrjx9,0,0,1,0,0
kztymsrjx9_267,kztymsrjx9,0,0,0,0,1
kztymsrjx9_268,kztymsrjx9,0,0,0,1,0
kztymsrjx9_269,kztymsrjx9,0,0,0,0,1
kztymsrjx9_27,kztymsrjx9,0,0,1,0,0
kztymsrjx9_270,kztymsrjx9,0,0,0,1,0
kztymsrjx9_271,kztymsrjx9,0,0,1,0,0
kztymsrjx9_272,kztymsrjx9,0,0,1,0,0
kztymsrjx9_273,kztymsrjx9,0,0,0,0,1
kztymsrjx9_274,kztymsrjx9,0,0,0,1,0
kztymsrjx9_275,kztymsrjx9,0,0,0,1,0
kztymsrjx9_276,kztymsrjx9,0,1,0,0,0
kztymsrjx9_277,kztymsrjx9,0,0,1,0,0
kztymsrjx9_278,kztymsrjx9,0,0,0,1,0
kztymsrjx9_279,kztymsrjx9,0,0,1,0,0
kztymsrjx9_28,kztymsrjx9,0,0,0,0,1
kztymsrjx9_280,kztymsrjx9,0,0,0,1,0
kztymsrjx9_281,kztymsrjx9,0,0,0,0,1
kztymsrjx9_282,kztymsrjx9,0,0,0,0,1
kztymsrjx9_283,kztymsrjx9,0,0,0,0,1
kztymsrjx9_284,kztymsrjx9,0,0,0,0,1
kztymsrjx9_285,kztymsrjx9,0,0,0,0,1
kztymsrjx9_286,kztymsrjx9,0,0,1,0,0
kztymsrjx9_287,kztymsrjx9,1,0,0,0,0
kztymsrjx9_288,kztymsrjx9,0,0,1,0,0
kztymsrjx9_289,kztymsrjx9,0,0,0,0,1
kztymsrjx9_29,kztymsrjx9,0,0,1,0,0
kztymsrjx9_290,kztymsrjx9,0,0,1,0,0
kztymsrjx9_291,kztymsrjx9,0,0,1,0,0
kztymsrjx9_292,kztymsrjx9,1,0,0,0,0
kztymsrjx9_293,kztymsrjx9,1,0,0,0,0
kztymsrjx9_294,kztymsrjx9,0,0,0,1,0
kztymsrjx9_295,kztymsrjx9,0,0,0,0,1
kztymsrjx9_296,kztymsrjx9,0,0,0,0,1
kztymsrjx9_297,kztymsrjx9,0,0,0,1,0
kztymsrjx9_3,kztymsrjx9,0,0,0,0,1
kztymsrjx9_30,kztymsrjx9,0,0,1,0,0
kztymsrjx9_31,kztymsrjx9,0,1,0,0,0
kztymsrjx9_32,kztymsrjx9,0,0,0,0,1
kztymsrjx9_33,kztymsrjx9,0,1,0,0,0
kztymsrjx9_34,kztymsrjx9,0,0,1,0,0
kztymsrjx9_35,kztymsrjx9,1,0,0,0,0
kztymsrjx9_36,kztymsrjx9,0,0,1,0,0
kztymsrjx9_37,kztymsrjx9,1,0,0,0,0
kztymsrjx9_38,kztymsrjx9,0,0,0,0,1
kztymsrjx9_39,kztymsrjx9,0,1,0,0,0
kztymsrjx9_398,kztymsrjx9,0,0,1,0,0
kztymsrjx9_399,kztymsrjx9,0,0,1,0,0
kztymsrjx9_4,kztymsrjx9,0,1,0,0,0
kztymsrjx9_40,kztymsrjx9,1,0,0,0,0
kztymsrjx9_400,kztymsrjx9,0,0,0,1,0
kztymsrjx9_401,kztymsrjx9,1,0,0,0,0
kztymsrjx9_402,kztymsrjx9,0,0,0,0,1
kztymsrjx9_403,kztymsrjx9,1,0,0,0,0
kztymsrjx9_404,kztymsrjx9,0,0,0,0,1
kztymsrjx9_405,kztymsrjx9,1,0,0,0,0
kztymsrjx9_406,kztymsrjx9,1,0,0,0,0
kztymsrjx9_407,kztymsrjx9,1,0,0,0,0
kztymsrjx9_408,kztymsrjx9,1,0,0,0,0
kztymsrjx9_409,kztymsrjx9,0,0,1,0,0
kztymsrjx9_41,kztymsrjx9,0,1,0,0,0
kztymsrjx9_410,kztymsrjx9,0,0,0,1,0
kztymsrjx9_411,kztymsrjx9,0,0,1,0,0
kztymsrjx9_412,kztymsrjx9,0,0,0,1,0
kztymsrjx9_413,kztymsrjx9,0,0,1,0,0
kztymsrjx9_414,kztymsrjx9,0,0,0,0,1
kztymsrjx9_415,kztymsrjx9,0,1,0,0,0
kztymsrjx9_416,kztymsrjx9,0,0,0,1,0
kztymsrjx9_417,kztymsrjx9,0,1,0,0,0
kztymsrjx9_418,kztymsrjx9,0,0,0,0,1
kztymsrjx9_419,kztymsrjx9,1,0,0,0,0
kztymsrjx9_42,kztymsrjx9,1,0,0,0,0
kztymsrjx9_420,kztymsrjx9,0,0,0,1,0
kztymsrjx9_421,kztymsrjx9,0,0,0,1,0
kztymsrjx9_422,kztymsrjx9,0,0,1,0,0
kztymsrjx9_423,kztymsrjx9,0,0,0,1,0
kztymsrjx9_424,kztymsrjx9,0,0,1,0,0
kztymsrjx9_425,kztymsrjx9,0,0,0,0,1
kztymsrjx9_426,kztymsrjx9,0,0,1,0,0
kztymsrjx9_427,kztymsrjx9,0,0,0,0,1
kztymsrjx9_428,kztymsrjx9,0,0,0,1,0
kztymsrjx9_429,kztymsrjx9,0,1,0,0,0
kztymsrjx9_43,kztymsrjx9,0,0,0,1,0
kztymsrjx9_430,kztymsrjx9,0,0,0,0,1
kztymsrjx9_431,kztymsrjx9,0,0,1,0,0
kztymsrjx9_432,kztymsrjx9,0,1,0,0,0
kztymsrjx9_433,kztymsrjx9,0,1,0,0,0
kztymsrjx9_434,kztymsrjx9,0,0,0,0,1
kztymsrjx9_435,kztymsrjx9,1,0,0,0,0
kztymsrjx9_436,kztymsrjx9,0,0,0,0,1
kztymsrjx9_437,kztymsrjx9,0,0,0,0,1
kztymsrjx9_438,kztymsrjx9,0,0,1,0,0
kztymsrjx9_439,kztymsrjx9,0,0,1,0,0
kztymsrjx9_44,kztymsrjx9,0,0,0,0,1
kztymsrjx9_440,kztymsrjx9,0,1,0,0,0
kztymsrjx9_441,kztymsrjx9,0,0,0,0,1
kztymsrjx9_442,kztymsrjx9,1,0,0,0,0
kztymsrjx9_443,kztymsrjx9,0,0,0,0,1
kztymsrjx9_444,kztymsrjx9,1,0,0,0,0
kztymsrjx9_445,kztymsrjx9,0,0,1,0,0
kztymsrjx9_446,kztymsrjx9,0,0,1,0,0
kztymsrjx9_447,kztymsrjx9,0,0,0,0,1
kztymsrjx9_448,kztymsrjx9,0,1,0,0,0
kztymsrjx9_449,kztymsrjx9,0,0,0,0,1
kztymsrjx9_45,kztymsrjx9,0,1,0,0,0
kztymsrjx9_450,kztymsrjx9,1,0,0,0,0
kztymsrjx9_451,kztymsrjx9,0,0,0,0,1
kztymsrjx9_452,kztymsrjx9,0,1,0,0,0
kztymsrjx9_453,kztymsrjx9,0,0,1,0,0
kztymsrjx9_454,kztymsrjx9,0,0,0,1,0
kztymsrjx9_455,kztymsrjx9,1,0,0,0,0
kztymsrjx9_456,kztymsrjx9,0,0,1,0,0
kztymsrjx9_457,kztymsrjx9,0,0,0,0,1
kztymsrjx9_458,kztymsrjx9,1,0,0,0,0
kztymsrjx9_459,kztymsrjx9,0,0,0,0,1
kztymsrjx9_46,kztymsrjx9,0,0,0,0,1
kztymsrjx9_460,kztymsrjx9,0,0,0,1,0
kztymsrjx9_461,kztymsrjx9,0,0,1,0,0
kztymsrjx9_462,kztymsrjx9,1,0,0,0,0
kztymsrjx9_463,kztymsrjx9,1,0,0,0,0
kztymsrjx9_464,kztymsrjx9,0,0,1,0,0
kztymsrjx9_465,kztymsrjx9,1,0,0,0,0
kztymsrjx9_466,kztymsrjx9,0,0,1,0,0
kztymsrjx9_467,kztymsrjx9,0,1,0,0,0
kztymsrjx9_468,kztymsrjx9,0,0,0,1,0
kztymsrjx9_469,kztymsrjx9,1,0,0,0,0
kztymsrjx9_47,kztymsrjx9,0,0,0,0,1
kztymsrjx9_470,kztymsrjx9,0,1,0,0,0
kztymsrjx9_471,kztymsrjx9,0,0,1,0,0
kztymsrjx9_472,kztymsrjx9,1,0,0,0,0
kztymsrjx9_473,kztymsrjx9,0,0,1,0,0
kztymsrjx9_474,kztymsrjx9,0,0,0,1,0
kztymsrjx9_475,kztymsrjx9,0,0,1,0,0
kztymsrjx9_476,kztymsrjx9,1,0,0,0,0
kztymsrjx9_477,kztymsrjx9,0,0,0,1,0
kztymsrjx9_478,kztymsrjx9,0,1,0,0,0
kztymsrjx9_479,kztymsrjx9,0,1,0,0,0
kztymsrjx9_48,kztymsrjx9,1,0,0,0,0
kztymsrjx9_480,kztymsrjx9,0,1,0,0,0
kztymsrjx9_481,kztymsrjx9,0,0,0,0,1
kztymsrjx9_482,kztymsrjx9,0,1,0,0,0
kztymsrjx9_483,kztymsrjx9,0,0,0,1,0
kztymsrjx9_484,kztymsrjx9,0,1,0,0,0
kztymsrjx9_485,kztymsrjx9,0,0,1,0,0
kztymsrjx9_486,kztymsrjx9,0,0,0,0,1
kztymsrjx9_487,kztymsrjx9,0,0,0,1,0
kztymsrjx9_488,kztymsrjx9,1,0,0,0,0
kztymsrjx9_489,kztymsrjx9,1,0,0,0,0
kztymsrjx9_49,kztymsrjx9,1,0,0,0,0
kztymsrjx9_490,kztymsrjx9,0,0,1,0,0
kztymsrjx9_491,kztymsrjx9,1,0,0,0,0
kztymsrjx9_492,kztymsrjx9,0,0,0,0,1
kztymsrjx9_493,kztymsrjx9,0,0,0,1,0
kztymsrjx9_494,kztymsrjx9,0,1,0,0,0
kztymsrjx9_495,kztymsrjx9,0,0,0,0,1
kztymsrjx9_496,kztymsrjx9,0,0,0,0,1
kztymsrjx9_497,kztymsrjx9,0,0,0,1,0
kztymsrjx9_5,kztymsrjx9,0,0,1,0,0
kztymsrjx9_50,kztymsrjx9,1,0,0,0,0
kztymsrjx9_51,kztymsrjx9,1,0,0,0,0
kztymsrjx9_52,kztymsrjx9,1,0,0,0,0
kztymsrjx9_53,kztymsrjx9,0,0,0,1,0
kztymsrjx9_54,kztymsrjx9,0,0,0,1,0
kztymsrjx9_55,kztymsrjx9,0,0,1,0,0
kztymsrjx9_56,kztymsrjx9,0,1,0,0,0
kztymsrjx9_57,kztymsrjx9,0,0,1,0,0
kztymsrjx9_58,kztymsrjx9,1,0,0,0,0
kztymsrjx9_59,kztymsrjx9,0,0,0,0,1
kztymsrjx9_6,kztymsrjx9,0,0,0,0,1
kztymsrjx9_60,kztymsrjx9,0,0,1,0,0
kztymsrjx9_61,kztymsrjx9,1,0,0,0,0
kztymsrjx9_62,kztymsrjx9,0,1,0,0,0
kztymsrjx9_63,kztymsrjx9,0,1,0,0,0
kztymsrjx9_64,kztymsrjx9,0,0,0,1,0
kztymsrjx9_65,kztymsrjx9,0,1,0,0,0
kztymsrjx9_66,kztymsrjx9,0,1,0,0,0
kztymsrjx9_67,kztymsrjx9,0,0,1,0,0
kztymsrjx9_68,kztymsrjx9,0,1,0,0,0
kztymsrjx9_69,kztymsrjx9,1,0,0,0,0
kztymsrjx9_7,kztymsrjx9,1,0,0,0,0
kztymsrjx9_70,kztymsrjx9,0,1,0,0,0
kztymsrjx9_71,kztymsrjx9,0,0,1,0,0
kztymsrjx9_72,kztymsrjx9,0,0,0,1,0
kztymsrjx9_73,kztymsrjx9,0,0,1,0,0
kztymsrjx9_74,kztymsrjx9,0,0,1,0,0
kztymsrjx9_75,kztymsrjx9,1,0,0,0,0
kztymsrjx9_76,kztymsrjx9,0,0,0,1,0
kztymsrjx9_77,kztymsrjx9,0,0,0,0,1
kztymsrjx9_78,kztymsrjx9,0,0,1,0,0
kztymsrjx9_79,kztymsrjx9,0,0,0,1,0
kztymsrjx9_8,kztymsrjx9,0,0,0,0,1
kztymsrjx9_80,kztymsrjx9,0,0,0,1,0
kztymsrjx9_81,kztymsrjx9,0,0,0,0,1
kztymsrjx9_82,kztymsrjx9,0,0,0,1,0
kztymsrjx9_83,kztymsrjx9,0,0,1,0,0
kztymsrjx9_84,kztymsrjx9,0,1,0,0,0
kztymsrjx9_85,kztymsrjx9,0,0,0,0,1
kztymsrjx9_86,kztymsrjx9,1,0,0,0,0
kztymsrjx9_87,kztymsrjx9,1,0,0,0,0
kztymsrjx9_88,kztymsrjx9,0,0,0,1,0
kztymsrjx9_89,kztymsrjx9,1,0,0,0,0
kztymsrjx9_9,kztymsrjx9,1,0,0,0,0
kztymsrjx9_90,kztymsrjx9,0,0,0,0,1
kztymsrjx9_91,kztymsrjx9,0,0,0,1,0
kztymsrjx9_92,kztymsrjx9,0,0,0,0,1
kztymsrjx9_93,kztymsrjx9,0,0,0,1,0
kztymsrjx9_94,kztymsrjx9,0,0,1,0,0
kztymsrjx9_95,kztymsrjx9,1,0,0,0,0
kztymsrjx9_96,kztymsrjx9,0,1,0,0,0
kztymsrjx9_97,kztymsrjx9,0,0,0,1,0
kztymsrjx9_98,kztymsrjx9,1,0,0,0,0
kztymsrjx9_99,kztymsrjx9,0,0,0,1,0
stanford_tissue_microarray_database_ovarian_cancer_tma_0,stanford_tissue_microarray_database_ovarian_cancer_tma,0,0,0,0,1
stanford_tissue_microarray_database_ovarian_cancer_tma_1,stanford_tissue_microarray_database_ovarian_cancer_tma,0,0,0,1,0
stanford_tissue_microarray_database_ovarian_cancer_tma_10,stanford_tissue_microarray_database_ovarian_cancer_tma,1,0,0,0,0
stanford_tissue_microarray_database_ovarian_cancer_tma_100,stanford_tissue_microarray_database_ovarian_cancer_tma,0,0,1,0,0
stanford_tissue_microarray_database_ovarian_cancer_tma_101,stanford_tissue_microarray_database_ovarian_cancer_tma,0,0,0,1,0
stanford_tissue_microarray_database_ovarian_cancer_tma_102,stanford_tissue_microarray_database_ovarian_cancer_tma,1,0,0,0,0
stanford_tissue_microarray_database_ovarian_cancer_tma_103,stanford_tissue_microarray_database_ovarian_cancer_tma,1,0,0,0,0
stanford_tissue_microarray_database_ovarian_cancer_tma_104,stanford_tissue_microarray_database_ovarian_cancer_tma,1,0,0,0,0
stanford_tissue_microarray_database_ovarian_cancer_tma_105,stanford_tissue_microarray_database_ovarian_cancer_tma,0,0,0,0,1
stanford_tissue_microarray_database_ovarian_cancer_tma_106,stanford_tissue_microarray_database_ovarian_cancer_tma,0,1,0,0,0
stanford_tissue_microarray_database_ovarian_cancer_tma_107,stanford_tissue_microarray_database_ovarian_cancer_tma,0,1,0,0,0
stanford_tissue_microarray_database_ovarian_cancer_tma_108,stanford_tissue_microarray_database_ovarian_cancer_tma,0,0,1,0,0
stanford_tissue_microarray_database_ovarian_cancer_tma_109,stanford_tissue_microarray_database_ovarian_cancer_tma,0,0,0,1,0
stanford_tissue_microarray_database_ovarian_cancer_tma_11,stanford_tissue_microarray_database_ovarian_cancer_tma,1,0,0,0,0
stanford_tissue_microarray_database_ovarian_cancer_tma_110,stanford_tissue_microarray_database_ovarian_cancer_tma,0,0,1,0,0
stanford_tissue_microarray_database_ovarian_cancer_tma_111,stanford_tissue_microarray_database_ovarian_cancer_tma,0,0,0,0,1
stanford_tissue_microarray_database_ovarian_cancer_tma_112,stanford_tissue_microarray_database_ovarian_cancer_tma,0,0,1,0,0
stanford_tissue_microarray_database_ovarian_cancer_tma_113,stanford_tissue_microarray_database_ovarian_cancer_tma,0,0,1,0,0
stanford_tissue_microarray_database_ovarian_cancer_tma_114,stanford_tissue_microarray_database_ovarian_cancer_tma,0,1,0,0,0
stanford_tissue_microarray_database_ovarian_cancer_tma_115,stanford_tissue_microarray_database_ovarian_cancer_tma,1,0,0,0,0
stanford_tissue_microarray_database_ovarian_cancer_tma_116,stanford_tissue_microarray_database_ovarian_cancer_tma,0,0,0,0,1
stanford_tissue_microarray_database_ovarian_cancer_tma_117,stanford_tissue_microarray_database_ovarian_cancer_tma,0,1,0,0,0
stanford_tissue_microarray_database_ovarian_cancer_tma_118,stanford_tissue_microarray_database_ovarian_cancer_tma,1,0,0,0,0
stanford_tissue_microarray_database_ovarian_cancer_tma_119,stanford_tissue_microarray_database_ovarian_cancer_tma,1,0,0,0,0
